unique_id,forecast_week,sales_prediction,store_type
store_136,6,47679.515,d
store_137,1,23433.05,a
store_137,2,34872.825,a
store_137,3,33019.0,a
store_137,4,25139.555,a
store_137,5,32536.775,a
store_137,6,25150.85,a
store_138,1,34854.255,a
store_138,2,46816.565,a
store_138,3,46690.53,a
store_138,4,36204.825,a
store_138,5,44700.79,a
store_138,6,35889.865000000005,a
store_139,1,26282.02,d
store_139,2,37848.395,d
store_139,3,36978.275,d
store_139,4,29241.745,d
store_139,5,39240.549999999996,d
store_139,6,31197.675,d
store_14,1,27226.91,d
store_14,2,40244.97,d
store_14,3,38088.515,d
store_14,4,28605.975,d
store_14,5,38725.744999999995,d
store_14,6,29535.980000000003,d
store_140,1,30655.045,d
store_140,2,41433.43,d
store_140,3,39922.055,d
store_140,4,30674.355,d
store_140,5,39657.020000000004,d
store_140,6,32006.89,d
store_141,1,20848.1,d
store_141,2,30400.39,d
store_141,3,29622.42,d
store_141,4,22776.755,d
store_141,5,30853.315000000002,d
store_141,6,23159.5,d
store_142,1,24002.47,d
store_142,2,39539.095,d
store_142,3,37349.655,d
store_142,4,27027.845,d
store_142,5,38955.695,d
store_142,6,27694.5,d
store_143,1,50881.72,a
store_143,2,65956.285,a
store_143,3,64192.29,a
store_143,4,52722.775,a
store_143,5,63418.270000000004,a
store_143,6,52690.159999999996,a
store_144,1,35823.415,c
store_144,2,49990.755,c
store_144,3,49401.655,c
store_144,4,38067.21,c
store_144,5,48918.525,c
store_144,6,38941.095,c
store_145,1,37426.485,d
store_145,2,53654.4,d
store_145,3,52566.534999999996,d
store_145,4,38897.950000000004,d
store_145,5,51993.83,d
store_145,6,37981.525,d
store_146,1,38941.365,a
store_146,2,51388.27,a
store_146,3,51347.185,a
store_146,4,40529.14,a
store_146,5,49788.6,a
store_146,6,39129.2,a
store_147,1,28661.485,d
store_147,2,39919.065,d
store_147,3,39047.47,d
store_147,4,31603.53,d
store_147,5,41481.225,d
store_147,6,33300.055,d
store_148,1,41497.61,d
store_148,2,60290.155,d
store_148,3,56787.765,d
store_148,4,42754.270000000004,d
store_148,5,56968.545,d
store_148,6,42765.095,d
store_149,1,94047.685,a
store_149,2,111313.47,a
store_149,3,111073.5,a
store_149,4,94671.195,a
store_149,5,114058.605,a
store_149,6,95874.595,a
store_15,1,44993.03,a
store_15,2,59749.66,a
store_15,3,56705.095,a
store_15,4,43416.41,a
store_15,5,55435.64,a
store_15,6,42414.445,a
store_150,1,46397.37,d
store_150,2,64113.205,d
store_150,3,59010.865,d
store_150,4,44525.7,d
store_150,5,57111.229999999996,d
store_150,6,43556.765,d
store_151,1,25150.59,a
store_151,2,38684.235,a
store_151,3,36888.72,a
store_151,4,28108.815,a
store_151,5,36799.495,a
store_151,6,29136.64,a
store_152,1,14270.205,d
store_152,2,21173.765,d
store_152,3,21056.475,d
store_152,4,15691.35,d
store_152,5,20961.405,d
store_152,6,15333.23,d
store_153,1,30379.545,c
store_153,2,41734.935,c
store_153,3,39942.725,c
store_153,4,31198.775,c
store_153,5,41555.185,c
store_153,6,34198.375,c
store_154,1,36293.065,a
store_154,2,49053.54,a
store_154,3,48951.435,a
store_154,4,37988.715,a
store_154,5,45742.82,a
store_154,6,35932.95,a
store_155,1,87014.23,b
store_155,2,96783.54,b
store_155,3,101726.715,b
store_155,4,92906.745,b
store_155,5,106436.36499999999,b
store_155,6,82210.79,b
store_156,1,135596.635,b
store_156,2,151167.14,b
store_156,3,150665.795,b
store_156,4,139086.335,b
store_156,5,147752.0,b
store_156,6,107801.14,b
store_157,1,26865.645,a
store_157,2,39771.515,a
store_157,3,37720.435,a
store_157,4,28416.52,a
store_157,5,37332.935,a
store_157,6,28394.16,a
store_158,1,44048.835,c
store_158,2,56723.795,c
store_158,3,56654.445,c
store_158,4,45217.695,c
store_158,5,55920.055,c
store_158,6,44606.07,c
store_159,1,23310.835,a
store_159,2,34161.52,a
store_159,3,32260.46,a
store_159,4,24834.925,a
store_159,5,32451.61,a
store_159,6,25400.195,a
store_16,1,50023.83,c
store_16,2,63572.565,c
store_16,3,61076.494999999995,c
store_16,4,47885.95,c
store_16,5,58057.565,c
store_16,6,45841.495,c
store_160,1,36364.37,a
store_160,2,51077.54,a
store_160,3,50413.735,a
store_160,4,38322.195,a
store_160,5,48598.99,a
store_160,6,37044.95,a
store_161,1,29017.52,a
store_161,2,43133.22,a
store_161,3,41736.665,a
store_161,4,31533.745,a
store_161,5,41337.095,a
store_161,6,31593.23,a
store_162,1,37265.92,a
store_162,2,52224.020000000004,a
store_162,3,49932.034999999996,a
store_162,4,38459.32,a
store_162,5,49975.05,a
store_162,6,38271.865,a
store_163,1,45458.32,b
store_163,2,57970.235,b
store_163,3,59163.715000000004,b
store_163,4,57510.86,b
store_163,5,70130.52,b
store_163,6,58078.94,b
store_164,1,36711.59,a
store_164,2,54038.04,a
store_164,3,51534.045,a
store_164,4,39899.53,a
store_164,5,52339.54,a
store_164,6,40386.595,a
store_165,1,32293.160000000003,d
store_165,2,43108.115,d
store_165,3,41891.96,d
store_165,4,32983.270000000004,d
store_165,5,42142.9,d
store_165,6,34633.535,d
store_166,1,31873.3,d
store_166,2,44654.35,d
store_166,3,44034.965,d
store_166,4,35344.37,d
store_166,5,46030.165,d
store_166,6,36217.795,d
store_167,1,27834.515,a
store_167,2,37310.885,a
store_167,3,36512.315,a
store_167,4,29257.559999999998,a
store_167,5,37230.345,a
store_167,6,30183.95,a
store_168,1,30524.65,d
store_168,2,39752.075000000004,d
store_168,3,40176.51,d
store_168,4,30900.625,d
store_168,5,39744.73,d
store_168,6,30123.93,d
store_169,1,33325.56,a
store_169,2,45711.45,a
store_169,3,43872.11,a
store_169,4,33007.55,a
store_169,5,42670.104999999996,a
store_169,6,31598.15,a
store_17,1,41181.63,a
store_17,2,56392.83,a
store_17,3,51651.735,a
store_17,4,38307.885,a
store_17,5,47841.57,a
store_17,6,37309.659999999996,a
store_170,1,31818.22,a
store_170,2,46139.09,a
store_170,3,44248.985,a
store_170,4,33326.784999999996,a
store_170,5,44827.245,a
store_170,6,33627.55,a
store_171,1,33105.585,a
store_171,2,47661.94,a
store_171,3,46870.225,a
store_171,4,38407.659999999996,a
store_171,5,51423.85,a
store_171,6,42930.625,a
store_172,1,34324.86,a
store_172,2,47949.895000000004,a
store_172,3,46507.99,a
store_172,4,34681.995,a
store_172,5,46450.64,a
store_172,6,34334.645,a
store_173,1,34130.93,a
store_173,2,50273.895,a
store_173,3,47695.935,a
store_173,4,35314.58,a
store_173,5,48096.695,a
store_173,6,35480.445,a
store_174,1,59025.48,d
store_174,2,77291.09,d
store_174,3,74163.595,d
store_174,4,66653.405,d
store_174,5,79114.205,d
store_174,6,63426.315,d
store_175,1,38078.93,a
store_175,2,52749.75,a
store_175,3,50446.93,a
store_175,4,38608.985,a
store_175,5,49234.92,a
store_175,6,37481.85,a
store_176,1,27132.535,a
store_176,2,36502.555,a
store_176,3,36039.04,a
store_176,4,28703.34,a
store_176,5,36548.68,a
store_176,6,29118.89,a
store_177,1,18131.615,d
store_177,2,25515.52,d
store_177,3,26573.77,d
store_177,4,21467.57,d
store_177,5,27696.095,d
store_177,6,22659.225,d
store_178,1,29299.515,a
store_178,2,40994.42,a
store_178,3,39127.07,a
store_178,4,30043.48,a
store_178,5,38951.325,a
store_178,6,29580.735,a
store_179,1,32851.74,a
store_179,2,47034.275,a
store_179,3,45154.24,a
store_179,4,35095.075,a
store_179,5,44066.83,a
store_179,6,35806.44,a
store_18,1,38906.875,d
store_18,2,56147.975,d
store_18,3,53503.425,d
store_18,4,40786.825,d
store_18,5,55268.06,d
store_18,6,42016.59,d
store_180,1,33946.520000000004,c
store_180,2,49343.455,c
store_180,3,47208.5,c
store_180,4,38960.31,c
store_180,5,49491.38,c
store_180,6,42279.685,c
store_181,1,40489.695,a
store_181,2,54503.36,a
store_181,3,53045.835,a
store_181,4,40111.86,a
store_181,5,49259.125,a
store_181,6,38786.81,a
store_182,1,31110.345,d
store_182,2,42651.965000000004,d
store_182,3,41569.1,d
store_182,4,30956.475,d
store_182,5,40336.729999999996,d
store_182,6,30286.25,d
store_183,1,48924.11,a
store_183,2,66438.525,a
store_183,3,63390.67,a
store_183,4,52271.175,a
store_183,5,63031.21,a
store_183,6,51261.075,a
store_184,1,34646.86,a
store_184,2,50545.41,a
store_184,3,48410.590000000004,a
store_184,4,36823.770000000004,a
store_184,5,49426.63,a
store_184,6,37932.615,a
store_185,1,28287.33,d
store_185,2,42848.71,d
store_185,3,41248.275,d
store_185,4,32859.715,d
store_185,5,43392.295,d
store_185,6,35866.56,d
store_186,1,22922.965,a
store_186,2,30729.01,a
store_186,3,29961.515,a
store_186,4,22611.87,a
store_186,5,28193.16,a
store_186,6,21528.83,a
store_187,1,24231.735,a
store_187,2,31353.58,a
store_187,3,31297.945,a
store_187,4,25859.04,a
store_187,5,32398.265,a
store_187,6,28164.475,a
store_188,1,49542.06,d
store_188,2,68866.895,d
store_188,3,65044.06,d
store_188,4,50831.815,d
store_188,5,65627.655,d
store_188,6,49835.055,d
store_189,1,34038.05,a
store_189,2,44429.415,a
store_189,3,43436.685,a
store_189,4,33384.78,a
store_189,5,39066.765,a
store_189,6,30641.865,a
store_19,1,19691.14,a
store_19,2,27572.97,a
store_19,3,27470.665,a
store_19,4,22198.815,a
store_19,5,30091.530000000002,a
store_19,6,23819.085,a
store_190,1,77802.08,a
store_190,2,100407.45,a
store_190,3,98384.735,a
store_190,4,80338.445,a
store_190,5,97810.465,a
store_190,6,77960.81,a
store_191,1,38487.380000000005,d
store_191,2,51732.69,d
store_191,3,50352.525,d
store_191,4,39292.275,d
store_191,5,51277.055,d
store_191,6,39865.625,d
store_192,1,27901.84,a
store_192,2,38040.64,a
store_192,3,36367.65,a
store_192,4,27128.645,a
store_192,5,33615.020000000004,a
store_192,6,26427.98,a
store_193,1,28323.46,d
store_193,2,39191.38,d
store_193,3,38113.885,d
store_193,4,31215.425,d
store_193,5,39345.89,d
store_193,6,32526.425,d
store_194,1,20754.37,a
store_194,2,28680.935,a
store_194,3,27423.045,a
store_194,4,21260.17,a
store_194,5,26209.17,a
store_194,6,21317.995,a
store_195,1,31210.585,a
store_195,2,44298.69,a
store_195,3,41310.590000000004,a
store_195,4,30609.34,a
store_195,5,38808.54,a
store_195,6,29858.195,a
store_196,1,18303.72,a
store_196,2,25290.165,a
store_196,3,25009.14,a
store_196,4,20123.14,a
store_196,5,25422.170000000002,a
store_196,6,20704.454999999998,a
store_197,1,27768.15,a
store_197,2,37058.395,a
store_197,3,35828.77,a
store_197,4,27812.115,a
store_197,5,34265.99,a
store_197,6,27387.395,a
store_198,1,50352.455,a
store_198,2,68693.44,a
store_198,3,68112.94,a
store_198,4,53642.505000000005,a
store_198,5,66445.2,a
store_198,6,52614.525,a
store_199,1,24902.485,d
store_199,2,33038.81,d
store_199,3,33190.885,d
store_199,4,25243.85,d
store_199,5,33248.215,d
store_199,6,25772.5,d
store_2,1,31799.695,a
store_2,2,43198.84,a
store_2,3,41687.61,a
store_2,4,31133.415,a
store_2,5,40008.19,a
store_2,6,30327.45,a
store_20,1,28994.004999999997,d
store_20,2,38558.62,d
store_20,3,37315.79,d
store_20,4,30280.895,d
store_20,5,38091.285,d
store_20,6,30319.489999999998,d
store_200,1,74873.065,b
store_200,2,102530.535,b
store_200,3,97577.905,b
store_200,4,79616.865,b
store_200,5,101515.125,b
store_200,6,71868.95,b
store_201,1,64954.275,a
store_201,2,87811.22,a
store_201,3,92376.73999999999,a
store_201,4,69576.43,a
store_201,5,88926.875,a
store_201,6,67461.23,a
store_202,1,27335.29,d
store_202,2,33936.205,d
store_202,3,34502.6,d
store_202,4,28546.715,d
store_202,5,34356.58,d
store_202,6,28629.475,d
store_203,1,32733.21,a
store_203,2,44145.095,a
store_203,3,43172.07,a
store_203,4,32693.4,a
store_203,5,42605.005000000005,a
store_203,6,33350.225,a
store_204,1,27979.65,a
store_204,2,39464.950000000004,a
store_204,3,38089.645000000004,a
store_204,4,32130.245,a
store_204,5,41258.29,a
store_204,6,35280.455,a
store_205,1,34611.534999999996,a
store_205,2,51188.825,a
store_205,3,48682.65,a
store_205,4,38868.825,a
store_205,5,49336.68,a
store_205,6,39837.135,a
store_206,1,27152.57,a
store_206,2,37801.885,a
store_206,3,35364.135,a
store_206,4,27941.975,a
store_206,5,35386.39,a
store_206,6,27037.850000000002,a
store_207,1,37665.79,d
store_207,2,54796.175,d
store_207,3,53520.17,d
store_207,4,39722.39,d
store_207,5,54399.43,d
store_207,6,40053.979999999996,d
store_208,1,46634.79,a
store_208,2,68706.255,a
store_208,3,65909.675,a
store_208,4,51771.24,a
store_208,5,64903.035,a
store_208,6,50836.825,a
store_209,1,36397.369999999995,a
store_209,2,48808.285,a
store_209,3,46043.784999999996,a
store_209,4,36372.21,a
store_209,5,46625.62,a
store_209,6,37434.82,a
store_21,1,37872.48,a
store_21,2,48225.955,a
store_21,3,47550.525,a
store_21,4,37133.619999999995,a
store_21,5,45227.229999999996,a
store_21,6,36205.805,a
store_210,1,28507.64,d
store_210,2,35675.99,d
store_210,3,35279.729999999996,d
store_210,4,29355.100000000002,d
store_210,5,35120.895000000004,d
store_210,6,29927.440000000002,d
store_211,1,34881.415,d
store_211,2,48166.725,d
store_211,3,46659.25,d
store_211,4,35394.735,d
store_211,5,45653.255,d
store_211,6,35494.635,d
store_212,1,28570.98,a
store_212,2,41362.445,a
store_212,3,40230.325,a
store_212,4,31359.105,a
store_212,5,40700.49,a
store_212,6,33048.76,a
store_213,1,35520.55,d
store_213,2,49578.784999999996,d
store_213,3,47897.305,d
store_213,4,38006.78,d
store_213,5,49531.63,d
store_213,6,39807.465,d
store_214,1,48016.535,b
store_214,2,53399.82,b
store_214,3,51984.84,b
store_214,4,49312.33,b
store_214,5,53578.815,b
store_214,6,41972.805,b
store_215,1,39906.345,d
store_215,2,55318.060000000005,d
store_215,3,54033.935,d
store_215,4,39981.345,d
store_215,5,52763.095,d
store_215,6,38652.905,d
store_216,1,46957.950000000004,a
store_216,2,62818.785,a
store_216,3,61432.415,a
store_216,4,50179.125,a
store_216,5,62284.715,a
store_216,6,51182.25,a
store_217,1,33380.315,d
store_217,2,43719.005000000005,d
store_217,3,43543.46,d
store_217,4,36214.175,d
store_217,5,44585.4,d
store_217,6,38926.285,d
store_218,1,45829.25,a
store_218,2,62425.135,a
store_218,3,59253.72,a
store_218,4,45760.96,a
store_218,5,55991.745,a
store_218,6,43671.3,a
store_219,1,32842.41,d
store_219,2,43633.49,d
store_219,3,43277.33,d
store_219,4,33773.46,d
store_219,5,44298.5,d
store_219,6,34312.995,d
store_22,1,50315.85,d
store_22,2,66466.095,d
store_22,3,63849.63,d
store_22,4,48853.5,d
store_22,5,61621.74,d
store_22,6,46398.855,d
store_220,1,46850.515,c
store_220,2,61875.96,c
store_220,3,61745.4,c
store_220,4,47784.17,c
store_220,5,59985.315,c
store_220,6,46425.090000000004,c
store_221,1,29351.34,a
store_221,2,42538.385,a
store_221,3,42265.155,a
store_221,4,35103.42,a
store_221,5,47589.3,a
store_221,6,40406.575,a
store_222,1,29670.855,d
store_222,2,46531.91,d
store_222,3,44124.005,d
store_222,4,34559.245,d
store_222,5,46397.91,d
store_222,6,37224.405,d
store_223,1,42143.075,d
store_223,2,67472.905,d
store_223,3,62263.765,d
store_223,4,47232.045,d
store_223,5,61692.115000000005,d
store_223,6,47263.85,d
store_224,1,32172.445,d
store_224,2,45368.145,d
store_224,3,43914.455,d
store_224,4,34396.175,d
store_224,5,45447.405,d
store_224,6,34835.71,d
store_225,1,38421.79,d
store_225,2,52001.725,d
store_225,3,50289.215,d
store_225,4,37847.05,d
store_225,5,49022.87,d
store_225,6,38830.7,d
store_226,1,31474.94,d
store_226,2,47277.365,d
store_226,3,45206.89,d
store_226,4,33879.04,d
store_226,5,45226.854999999996,d
store_226,6,34794.035,d
store_227,1,42049.46,d
store_227,2,57647.92,d
store_227,3,55982.490000000005,d
store_227,4,42193.675,d
store_227,5,56432.57,d
store_227,6,42271.805,d
store_228,1,23752.835,d
store_228,2,29950.025,d
store_228,3,30337.195,d
store_228,4,26248.655,d
store_228,5,30938.57,d
store_228,6,25897.309999999998,d
store_229,1,41092.705,a
store_229,2,58381.615,a
store_229,3,56969.99,a
store_229,4,45624.75,a
store_229,5,58967.450000000004,a
store_229,6,47952.83,a
store_23,1,30186.205,d
store_23,2,46167.22,d
store_23,3,43850.98,d
store_23,4,33886.63,d
store_23,5,45502.93,d
store_23,6,34797.14,d
store_230,1,35725.995,a
store_230,2,49051.625,a
store_230,3,46248.045,a
store_230,4,38027.67,a
store_230,5,47335.405,a
store_230,6,39837.205,a
store_231,1,20289.86,d
store_231,2,30974.065000000002,d
store_231,3,30056.02,d
store_231,4,23217.985,d
store_231,5,32125.06,d
store_231,6,24342.775,d
store_232,1,62499.04,a
store_232,2,77124.025,a
store_232,3,70251.58,a
store_232,4,53659.9,a
store_232,5,62116.630000000005,a
store_232,6,47850.9,a
store_233,1,87531.13,a
store_233,2,109773.66,a
store_233,3,107363.76,a
store_233,4,90833.45999999999,a
store_233,5,104408.77,a
store_233,6,88985.925,a
store_234,1,31964.345,d
store_234,2,41932.585,d
store_234,3,40568.854999999996,d
store_234,4,30500.995000000003,d
store_234,5,38454.28,d
store_234,6,28457.7,d
store_235,1,42666.95,c
store_235,2,61349.600000000006,c
store_235,3,61609.3,c
store_235,4,47413.315,c
store_235,5,62258.97,c
store_235,6,45601.8,c
store_236,1,47285.325,a
store_236,2,63076.735,a
store_236,3,59553.39,a
store_236,4,47569.14,a
store_236,5,56187.525,a
store_236,6,44260.275,a
store_237,1,57084.880000000005,a
store_237,2,73643.66,a
store_237,3,73594.775,a
store_237,4,58391.46,a
store_237,5,71592.09,a
store_237,6,55997.955,a
store_238,1,24266.935,a
store_238,2,33747.784999999996,a
store_238,3,32034.855,a
store_238,4,23677.145,a
store_238,5,29935.6,a
store_238,6,22490.42,a
store_239,1,33817.28,a
store_239,2,48784.16,a
store_239,3,46243.380000000005,a
store_239,4,35079.825,a
store_239,5,45654.405,a
store_239,6,34948.86,a
store_24,1,21315.575,a
store_24,2,32263.09,a
store_24,3,31438.145,a
store_24,4,23304.64,a
store_24,5,31352.465,a
store_24,6,23998.005,a
store_240,1,29098.715,d
store_240,2,41809.75,d
store_240,3,40673.4,d
store_240,4,31538.435,d
store_240,5,41336.369999999995,d
store_240,6,31786.24,d
store_241,1,43804.785,d
store_241,2,60839.175,d
store_241,3,58517.235,d
store_241,4,44925.145000000004,d
store_241,5,59293.96,d
store_241,6,45307.19,d
store_242,1,19565.905,a
store_242,2,25555.055,a
store_242,3,25000.165,a
store_242,4,20063.49,a
store_242,5,25254.265,a
store_242,6,20240.93,a
store_243,1,28387.37,a
store_243,2,40621.72,a
store_243,3,39452.55,a
store_243,4,30555.52,a
store_243,5,38883.72,a
store_243,6,30854.35,a
store_244,1,26313.645,c
store_244,2,39885.075,c
store_244,3,38166.575,c
store_244,4,29637.925000000003,c
store_244,5,38544.28,c
store_244,6,30320.715,c
store_245,1,37225.28,a
store_245,2,50012.03,a
store_245,3,48527.315,a
store_245,4,37110.494999999995,a
store_245,5,47172.69,a
store_245,6,35739.98,a
store_246,1,26388.9,a
store_246,2,36831.48,a
store_246,3,35386.56,a
store_246,4,27229.465,a
store_246,5,35526.81,a
store_246,6,28111.0,a
store_247,1,20434.864999999998,a
store_247,2,32685.27,a
store_247,3,31267.51,a
store_247,4,26023.425,a
store_247,5,32988.615,a
store_247,6,27044.67,a
store_248,1,39357.485,d
store_248,2,54647.025,d
store_248,3,52139.455,d
store_248,4,43840.035,d
store_248,5,55049.520000000004,d
store_248,6,45005.505000000005,d
store_249,1,24237.655,c
store_249,2,33543.244999999995,c
store_249,3,32474.99,c
store_249,4,26556.364999999998,c
store_249,5,33442.89,c
store_249,6,27213.85,c
store_25,1,20605.605,a
store_25,2,26147.865,a
store_25,3,25705.49,a
store_25,4,20872.605,a
store_25,5,24522.085,a
store_25,6,20199.69,a
store_250,1,31335.68,d
store_250,2,48253.63,d
store_250,3,44847.24,d
store_250,4,34901.675,d
store_250,5,47265.365,d
store_250,6,36954.405,d
store_251,1,28637.915,c
store_251,2,43341.255,c
store_251,3,41447.12,c
store_251,4,30179.614999999998,c
store_251,5,40934.33,c
store_251,6,30327.455,c
store_252,1,44829.545,d
store_252,2,64611.020000000004,d
store_252,3,61288.755000000005,d
store_252,4,47672.535,d
store_252,5,62686.555,d
store_252,6,49097.005,d
store_253,1,34258.380000000005,d
store_253,2,47529.1,d
store_253,3,45956.17,d
store_253,4,37622.45,d
store_253,5,47862.32,d
store_253,6,38944.979999999996,d
store_254,1,34518.119999999995,d
store_254,2,46960.56,d
store_254,3,46049.13,d
store_254,4,37196.585,d
store_254,5,48812.07,d
store_254,6,38137.875,d
store_255,1,57381.69,a
store_255,2,79664.155,a
store_255,3,79956.96,a
store_255,4,62452.31,a
store_255,5,78049.73999999999,a
store_255,6,60567.47,a
store_256,1,30724.96,a
