store_id,date,open,promo,state_holiday,school_holiday,customers,store_type,assortment,competition_distance
store_45,2015-09-17,1.0,1,0,0,,a,c,1650.0
store_46,2015-09-17,1.0,1,0,0,,a,a,330.0
store_47,2015-09-17,1.0,1,0,0,,d,c,22440.0
store_48,2015-09-17,1.0,1,0,0,,d,c,1090.0
store_49,2015-09-17,1.0,1,0,0,,a,a,3320.0
store_50,2015-09-17,1.0,1,0,0,,d,a,7910.0
store_51,2015-09-17,1.0,1,0,0,,a,a,22390.0
store_52,2015-09-17,1.0,1,0,0,,a,a,2710.0
store_53,2015-09-17,1.0,1,0,0,,a,c,11810.0
store_54,2015-09-17,1.0,1,0,0,,a,a,480.0
store_55,2015-09-17,1.0,1,0,0,,a,a,330.0
store_56,2015-09-17,1.0,1,0,0,,c,a,2410.0
store_57,2015-09-17,1.0,1,0,0,,c,a,240.0
store_58,2015-09-17,1.0,1,0,0,,a,a,16690.0
store_59,2015-09-17,1.0,1,0,0,,d,c,14620.0
store_60,2015-09-17,1.0,1,0,0,,d,c,15140.0
store_61,2015-09-17,1.0,1,0,0,,d,c,2440.0
store_62,2015-09-17,1.0,1,0,0,,a,a,150.0
store_63,2015-09-17,1.0,1,0,0,,a,c,6190.0
store_64,2015-09-17,1.0,1,0,0,,a,a,1930.0
store_65,2015-09-17,1.0,1,0,0,,a,c,3300.0
store_66,2015-09-17,1.0,1,0,0,,a,c,46590.0
store_67,2015-09-17,1.0,1,0,0,,d,c,7890.0
store_68,2015-09-17,1.0,1,0,0,,a,a,1630.0
store_69,2015-09-17,1.0,1,0,0,,a,a,3450.0
store_70,2015-09-17,1.0,1,0,0,,d,c,3580.0
store_71,2015-09-17,1.0,1,0,0,,a,c,2100.0
store_72,2015-09-17,1.0,1,0,0,,d,a,2290.0
store_73,2015-09-17,1.0,1,0,0,,a,c,58260.0
store_74,2015-09-17,1.0,1,0,0,,a,a,1410.0
store_75,2015-09-17,1.0,1,0,0,,d,a,3370.0
store_76,2015-09-17,1.0,1,0,0,,d,c,2000.0
store_77,2015-09-17,1.0,1,0,0,,c,a,900.0
store_78,2015-09-17,1.0,1,0,0,,c,a,920.0
store_79,2015-09-17,1.0,1,0,0,,d,a,5190.0
store_80,2015-09-17,1.0,1,0,0,,a,c,1090.0
store_81,2015-09-17,1.0,1,0,0,,c,c,1540.0
store_82,2015-09-17,1.0,1,0,0,,a,a,1090.0
store_83,2015-09-17,1.0,1,0,0,,d,a,2930.0
store_84,2015-09-17,1.0,1,0,0,,d,c,8050.0
store_85,2015-09-17,1.0,1,0,0,,d,c,8540.0
store_86,2015-09-17,1.0,1,0,0,,c,c,31830.0
store_87,2015-09-17,1.0,1,0,0,,a,a,1780.0
store_88,2015-09-17,1.0,1,0,0,,a,a,16240.0
store_89,2015-09-17,1.0,1,0,0,,d,c,16420.0
store_90,2015-09-17,1.0,1,0,0,,a,c,2950.0
store_91,2015-09-17,1.0,1,0,0,,d,c,11840.0
store_92,2015-09-17,1.0,1,0,0,,d,c,17110.0
store_93,2015-09-17,1.0,1,0,0,,a,c,2970.0
store_94,2015-09-17,1.0,1,0,0,,d,c,5340.0
store_95,2015-09-17,1.0,1,0,0,,a,c,100.0
store_96,2015-09-17,1.0,1,0,0,,a,a,12540.0
store_97,2015-09-17,1.0,1,0,0,,d,a,980.0
store_98,2015-09-17,1.0,1,0,0,,a,a,1070.0
store_99,2015-09-17,1.0,1,0,0,,a,a,2640.0
store_100,2015-09-17,1.0,1,0,0,,c,a,4130.0
store_101,2015-09-17,1.0,1,0,0,,a,a,3770.0
store_102,2015-09-17,1.0,1,0,0,,a,c,480.0
store_103,2015-09-17,1.0,1,0,0,,d,a,5800.0
store_104,2015-09-17,1.0,1,0,0,,d,c,1390.0
store_105,2015-09-17,1.0,1,0,0,,d,c,3560.0
store_106,2015-09-17,1.0,1,0,0,,a,c,19360.0
store_107,2015-09-17,1.0,1,0,0,,d,a,850.0
store_108,2015-09-17,1.0,1,0,0,,d,a,5760.0
store_109,2015-09-17,1.0,1,0,0,,a,a,520.0
store_110,2015-09-17,1.0,1,0,0,,d,c,16970.0
store_111,2015-09-17,1.0,1,0,0,,a,c,220.0
store_112,2015-09-17,1.0,1,0,0,,c,a,4210.0
store_113,2015-09-17,1.0,1,0,0,,d,c,6360.0
store_114,2015-09-17,1.0,1,0,0,,a,a,1650.0
store_115,2015-09-17,1.0,1,0,0,,d,a,20260.0
store_116,2015-09-17,1.0,1,0,0,,d,c,5140.0
store_117,2015-09-17,1.0,1,0,0,,a,c,380.0
store_118,2015-09-17,1.0,1,0,0,,a,a,6870.0
store_119,2015-09-17,1.0,1,0,0,,a,c,11680.0
store_120,2015-09-17,1.0,1,0,0,,d,a,970.0
store_121,2015-09-17,1.0,1,0,0,,a,c,15050.0
store_122,2015-09-17,1.0,1,0,0,,d,c,4030.0
store_123,2015-09-17,1.0,1,0,0,,d,a,8650.0
store_124,2015-09-17,1.0,1,0,0,,c,a,190.0
store_125,2015-09-17,1.0,1,0,0,,c,a,3150.0
store_126,2015-09-17,1.0,1,0,0,,a,a,1640.0
store_127,2015-09-17,1.0,1,0,0,,a,a,1000.0
store_128,2015-09-17,1.0,1,0,0,,d,c,13530.0
store_129,2015-09-17,1.0,1,0,0,,d,c,7930.0
store_130,2015-09-17,1.0,1,0,0,,a,a,450.0
store_131,2015-09-17,1.0,1,0,0,,a,a,2370.0
store_132,2015-09-17,1.0,1,0,0,,d,c,10800.0
store_133,2015-09-17,1.0,1,0,0,,d,c,17410.0
store_134,2015-09-17,1.0,1,0,0,,d,c,6680.0
store_135,2015-09-17,1.0,1,0,0,,a,a,1890.0
store_136,2015-09-17,1.0,1,0,0,,d,a,4370.0
store_137,2015-09-17,1.0,1,0,0,,a,a,5710.0
store_138,2015-09-17,1.0,1,0,0,,a,a,320.0
store_139,2015-09-17,1.0,1,0,0,,d,c,610.0
store_140,2015-09-17,1.0,1,0,0,,d,c,780.0
store_141,2015-09-17,1.0,1,0,0,,d,a,6880.0
store_142,2015-09-17,1.0,1,0,0,,d,a,710.0
store_143,2015-09-17,1.0,1,0,0,,a,c,1310.0
store_144,2015-09-17,1.0,1,0,0,,c,a,4660.0
store_145,2015-09-17,1.0,1,0,0,,d,c,70.0
store_146,2015-09-17,1.0,1,0,0,,a,c,340.0
store_147,2015-09-17,1.0,1,0,0,,d,c,18010.0
store_148,2015-09-17,1.0,1,0,0,,d,a,3520.0
store_149,2015-09-17,1.0,1,0,0,,a,c,340.0
store_150,2015-09-17,1.0,1,0,0,,d,c,22330.0
store_151,2015-09-17,1.0,1,0,0,,a,c,250.0
store_152,2015-09-17,1.0,1,0,0,,d,a,330.0
store_153,2015-09-17,1.0,1,0,0,,c,c,4630.0
store_154,2015-09-17,1.0,1,0,0,,a,c,80.0
store_155,2015-09-17,1.0,1,0,0,,b,b,210.0
store_156,2015-09-17,1.0,1,0,0,,b,a,1180.0
store_157,2015-09-17,1.0,1,0,0,,a,a,4580.0
store_158,2015-09-17,1.0,1,0,0,,c,a,2460.0
store_159,2015-09-17,1.0,1,0,0,,a,a,4520.0
store_160,2015-09-17,1.0,1,0,0,,a,c,60.0
store_161,2015-09-17,1.0,1,0,0,,a,a,16180.0
store_162,2015-09-17,1.0,1,0,0,,a,c,8480.0
store_163,2015-09-17,1.0,1,0,0,,b,b,3640.0
store_164,2015-09-17,1.0,1,0,0,,a,c,9260.0
store_165,2015-09-17,1.0,1,0,0,,d,c,18640.0
store_166,2015-09-17,1.0,1,0,0,,d,c,6970.0
store_167,2015-09-17,1.0,1,0,0,,a,a,2410.0
store_168,2015-09-17,1.0,1,0,0,,d,a,6540.0
store_169,2015-09-17,1.0,1,0,0,,a,a,4150.0
store_170,2015-09-17,1.0,1,0,0,,a,a,3150.0
store_171,2015-09-17,1.0,1,0,0,,a,a,210.0
store_172,2015-09-17,1.0,1,0,0,,a,a,9580.0
store_173,2015-09-17,1.0,1,0,0,,a,a,2300.0
store_174,2015-09-17,1.0,1,0,0,,d,c,38630.0
store_175,2015-09-17,1.0,1,0,0,,a,c,120.0
store_176,2015-09-17,1.0,1,0,0,,a,c,4510.0
store_177,2015-09-17,1.0,1,0,0,,d,c,2190.0
store_178,2015-09-17,1.0,1,0,0,,a,a,15430.0
store_179,2015-09-17,1.0,1,0,0,,a,a,1950.0
store_180,2015-09-17,1.0,1,0,0,,c,c,2470.0
store_181,2015-09-17,1.0,1,0,0,,a,a,1070.0
store_182,2015-09-17,1.0,1,0,0,,d,a,8740.0
store_183,2015-09-17,1.0,1,0,0,,a,c,2290.0
store_184,2015-09-17,1.0,1,0,0,,a,c,680.0
store_185,2015-09-17,1.0,1,0,0,,d,a,11300.0
store_186,2015-09-17,1.0,1,0,0,,a,a,3560.0
store_187,2015-09-17,1.0,1,0,0,,a,c,38710.0
store_188,2015-09-17,1.0,1,0,0,,d,a,9000.0
store_189,2015-09-17,1.0,1,0,0,,a,c,570.0
store_190,2015-09-17,1.0,1,0,0,,a,c,210.0
store_191,2015-09-17,1.0,1,0,0,,d,c,8400.0
store_192,2015-09-17,1.0,1,0,0,,a,c,350.0
store_193,2015-09-17,1.0,1,0,0,,d,a,10070.0
store_194,2015-09-17,1.0,1,0,0,,a,a,3130.0
store_195,2015-09-17,1.0,1,0,0,,a,a,1310.0
store_196,2015-09-17,1.0,1,0,0,,a,c,370.0
store_197,2015-09-17,1.0,1,0,0,,a,c,670.0
store_198,2015-09-17,1.0,1,0,0,,a,c,3720.0
store_199,2015-09-17,1.0,1,0,0,,d,c,4040.0
store_200,2015-09-17,1.0,1,0,0,,b,a,90.0
store_201,2015-09-17,1.0,1,0,0,,a,a,190.0
store_202,2015-09-17,1.0,1,0,0,,d,c,10600.0
store_203,2015-09-17,1.0,1,0,0,,a,c,1590.0
store_204,2015-09-17,1.0,1,0,0,,a,c,2280.0
store_205,2015-09-17,1.0,1,0,0,,a,c,8080.0
store_206,2015-09-17,1.0,1,0,0,,a,a,190.0
store_207,2015-09-17,1.0,1,0,0,,d,a,18650.0
store_208,2015-09-17,1.0,1,0,0,,a,c,300.0
store_209,2015-09-17,1.0,1,0,0,,a,c,8090.0
store_210,2015-09-17,1.0,1,0,0,,d,c,9360.0
store_211,2015-09-17,1.0,1,0,0,,d,a,8880.0
store_212,2015-09-17,1.0,1,0,0,,a,a,5290.0
store_213,2015-09-17,1.0,1,0,0,,d,c,6360.0
store_214,2015-09-17,1.0,1,0,0,,b,b,900.0
store_215,2015-09-17,1.0,1,0,0,,d,c,1500.0
store_216,2015-09-17,1.0,1,0,0,,a,c,9720.0
store_217,2015-09-17,1.0,1,0,0,,d,c,8970.0
store_218,2015-09-17,1.0,1,0,0,,a,a,2890.0
store_219,2015-09-17,1.0,1,0,0,,d,c,4370.0
store_220,2015-09-17,1.0,1,0,0,,c,c,340.0
store_221,2015-09-17,1.0,1,0,0,,a,c,13620.0
store_222,2015-09-17,1.0,1,0,0,,d,c,2640.0
store_223,2015-09-17,1.0,1,0,0,,d,c,1450.0
store_224,2015-09-17,1.0,1,0,0,,d,c,5870.0
store_225,2015-09-17,1.0,1,0,0,,d,a,8250.0
store_226,2015-09-17,1.0,1,0,0,,d,c,1970.0
store_227,2015-09-17,1.0,1,0,0,,d,c,4880.0
store_228,2015-09-17,1.0,1,0,0,,d,c,11120.0
store_229,2015-09-17,1.0,1,0,0,,a,c,100.0
store_230,2015-09-17,1.0,1,0,0,,a,c,2140.0
store_231,2015-09-17,1.0,1,0,0,,d,a,6630.0
store_232,2015-09-17,1.0,1,0,0,,a,a,2240.0
store_233,2015-09-17,1.0,1,0,0,,a,c,350.0
store_234,2015-09-17,1.0,1,0,0,,d,c,1460.0
store_235,2015-09-17,1.0,1,0,0,,c,a,210.0
store_236,2015-09-17,1.0,1,0,0,,a,a,2260.0
store_237,2015-09-17,1.0,1,0,0,,a,c,6690.0
store_238,2015-09-17,1.0,1,0,0,,a,a,460.0
store_239,2015-09-17,1.0,1,0,0,,a,a,2120.0
store_240,2015-09-17,1.0,1,0,0,,d,c,4820.0
store_241,2015-09-17,1.0,1,0,0,,d,a,10850.0
store_242,2015-09-17,1.0,1,0,0,,a,a,3620.0
store_243,2015-09-17,1.0,1,0,0,,a,c,130.0
store_244,2015-09-17,1.0,1,0,0,,c,c,1540.0
store_245,2015-09-17,1.0,1,0,0,,a,a,4970.0
store_246,2015-09-17,1.0,1,0,0,,a,c,1420.0
store_247,2015-09-17,1.0,1,0,0,,a,a,1080.0
store_248,2015-09-17,1.0,1,0,0,,d,c,8240.0
store_249,2015-09-17,1.0,1,0,0,,c,a,1560.0
store_250,2015-09-17,1.0,1,0,0,,d,c,840.0
store_251,2015-09-17,1.0,1,0,0,,c,a,40.0
store_252,2015-09-17,1.0,1,0,0,,d,c,8460.0
store_253,2015-09-17,1.0,1,0,0,,d,c,6210.0
store_254,2015-09-17,1.0,1,0,0,,d,c,6910.0
store_255,2015-09-17,1.0,1,0,0,,a,c,4650.0
store_256,2015-09-17,1.0,1,0,0,,a,c,840.0
store_257,2015-09-17,1.0,1,0,0,,a,a,1060.0
store_258,2015-09-17,1.0,1,0,0,,c,c,3530.0
store_259,2015-09-17,1.0,1,0,0,,a,c,2880.0
store_260,2015-09-17,1.0,1,0,0,,d,c,1250.0
store_261,2015-09-17,1.0,1,0,0,,d,c,1460.0
store_262,2015-09-17,1.0,1,0,0,,a,a,250.0
store_263,2015-09-17,1.0,1,0,0,,d,c,4520.0
store_264,2015-09-17,1.0,1,0,0,,a,a,810.0
store_265,2015-09-17,1.0,1,0,0,,a,c,30030.0
store_266,2015-09-17,1.0,1,0,0,,a,a,910.0
store_267,2015-09-17,1.0,1,0,0,,d,a,3900.0
store_268,2015-09-17,1.0,1,0,0,,d,a,2530.0
store_269,2015-09-17,1.0,1,0,0,,c,a,500.0
store_270,2015-09-17,1.0,1,0,0,,a,a,240.0
store_271,2015-09-17,1.0,1,0,0,,a,a,340.0
store_272,2015-09-17,1.0,1,0,0,,a,c,1510.0
store_273,2015-09-17,1.0,1,0,0,,a,c,3970.0
store_274,2015-09-17,1.0,1,0,0,,a,c,120.0
store_275,2015-09-17,1.0,1,0,0,,c,a,5780.0
store_276,2015-09-17,1.0,1,0,0,,a,a,2460.0
store_277,2015-09-17,1.0,1,0,0,,a,c,1850.0
store_278,2015-09-17,1.0,1,0,0,,a,c,75860.0
store_279,2015-09-17,1.0,1,0,0,,d,c,7660.0
store_280,2015-09-17,1.0,1,0,0,,a,c,140.0
store_281,2015-09-17,1.0,1,0,0,,c,a,3390.0
store_282,2015-09-17,1.0,1,0,0,,a,a,250.0
store_283,2015-09-17,1.0,1,0,0,,d,c,1790.0
store_284,2015-09-17,1.0,1,0,0,,a,a,4160.0
store_285,2015-09-17,1.0,1,0,0,,d,c,10890.0
store_286,2015-09-17,1.0,1,0,0,,a,c,3110.0
store_287,2015-09-17,1.0,1,0,0,,a,c,20390.0
store_288,2015-09-17,1.0,1,0,0,,c,c,5260.0
store_289,2015-09-17,1.0,1,0,0,,a,c,50.0
store_290,2015-09-17,1.0,1,0,0,,c,c,5030.0
store_291,2015-09-17,1.0,1,0,0,,a,a,50.0
store_292,2015-09-17,1.0,1,0,0,,a,a,140.0
store_293,2015-09-17,1.0,1,0,0,,c,c,7470.0
store_294,2015-09-17,1.0,1,0,0,,a,c,14300.0
store_295,2015-09-17,1.0,1,0,0,,a,a,2320.0
store_296,2015-09-17,1.0,1,0,0,,d,c,2180.0
store_297,2015-09-17,1.0,1,0,0,,a,c,2890.0
store_298,2015-09-17,1.0,1,0,0,,d,c,4680.0
store_299,2015-09-17,1.0,1,0,0,,d,c,1150.0
store_300,2015-09-17,1.0,1,0,0,,d,a,5470.0
store_301,2015-09-17,1.0,1,0,0,,a,c,1610.0
store_302,2015-09-17,1.0,1,0,0,,c,c,450.0
store_303,2015-09-17,1.0,1,0,0,,a,a,220.0
store_304,2015-09-17,1.0,1,0,0,,c,c,820.0
store_305,2015-09-17,1.0,1,0,0,,a,a,350.0
store_306,2015-09-17,1.0,1,0,0,,a,a,1850.0
store_307,2015-09-17,1.0,1,0,0,,a,c,9070.0
store_308,2015-09-17,1.0,1,0,0,,a,c,1280.0
store_309,2015-09-17,1.0,1,0,0,,a,a,4740.0
store_310,2015-09-17,1.0,1,0,0,,a,c,8260.0
store_311,2015-09-17,1.0,1,0,0,,a,a,2060.0
store_312,2015-09-17,1.0,1,0,0,,d,c,11260.0
store_313,2015-09-17,1.0,1,0,0,,a,c,20.0
store_314,2015-09-17,1.0,1,0,0,,a,c,22490.0
store_315,2015-09-17,1.0,1,0,0,,c,c,2510.0
store_316,2015-09-17,1.0,1,0,0,,a,c,6900.0
store_317,2015-09-17,1.0,1,0,0,,d,a,18610.0
store_318,2015-09-17,1.0,1,0,0,,a,c,40860.0
store_319,2015-09-17,1.0,1,0,0,,d,c,5830.0
store_320,2015-09-17,1.0,1,0,0,,a,c,20620.0
store_321,2015-09-17,1.0,1,0,0,,d,c,12920.0
store_322,2015-09-17,1.0,1,0,0,,a,c,18160.0
store_323,2015-09-17,1.0,1,0,0,,a,c,4030.0
store_324,2015-09-17,1.0,1,0,0,,a,c,1070.0
store_325,2015-09-17,1.0,1,0,0,,a,c,5950.0
store_326,2015-09-17,1.0,1,0,0,,a,a,3570.0
store_327,2015-09-17,1.0,1,0,0,,a,c,4700.0
store_328,2015-09-17,1.0,1,0,0,,a,a,600.0
store_329,2015-09-17,1.0,1,0,0,,a,a,990.0
store_330,2015-09-17,1.0,1,0,0,,a,c,650.0
store_331,2015-09-17,1.0,1,0,0,,c,a,1080.0
store_332,2015-09-17,1.0,1,0,0,,a,c,5020.0
store_333,2015-09-17,1.0,1,0,0,,d,c,3760.0
store_334,2015-09-17,1.0,1,0,0,,a,c,2330.0
store_335,2015-09-17,1.0,1,0,0,,d,c,50.0
store_336,2015-09-17,1.0,1,0,0,,a,c,2190.0
store_337,2015-09-17,1.0,1,0,0,,a,a,4260.0
store_338,2015-09-17,1.0,1,0,0,,c,a,3040.0
store_339,2015-09-17,1.0,1,0,0,,c,c,1200.0
store_340,2015-09-17,1.0,1,0,0,,a,a,250.0
store_341,2015-09-17,1.0,1,0,0,,a,a,3000.0
store_342,2015-09-17,1.0,1,0,0,,d,a,14300.0
store_343,2015-09-17,1.0,1,0,0,,b,c,1210.0
store_344,2015-09-17,1.0,1,0,0,,a,a,700.0
store_345,2015-09-17,1.0,1,0,0,,d,c,6540.0
store_346,2015-09-17,1.0,1,0,0,,a,c,160.0
store_347,2015-09-17,1.0,1,0,0,,a,a,3620.0
store_348,2015-09-17,1.0,1,0,0,,c,a,1010.0
store_349,2015-09-17,1.0,1,0,0,,d,c,4270.0
store_350,2015-09-17,1.0,1,0,0,,a,a,180.0
store_351,2015-09-17,1.0,1,0,0,,d,c,9230.0
store_352,2015-09-17,1.0,1,0,0,,d,a,4400.0
store_353,2015-09-17,1.0,1,0,0,,a,c,2270.0
store_354,2015-09-17,1.0,1,0,0,,d,a,12700.0
store_355,2015-09-17,1.0,1,0,0,,c,a,20970.0
store_356,2015-09-17,1.0,1,0,0,,a,c,170.0
store_357,2015-09-17,1.0,1,0,0,,a,a,7250.0
store_358,2015-09-17,1.0,1,0,0,,a,a,120.0
store_359,2015-09-17,1.0,1,0,0,,d,a,1360.0
store_360,2015-09-17,1.0,1,0,0,,d,c,440.0
store_361,2015-09-17,1.0,1,0,0,,a,c,250.0
store_362,2015-09-17,1.0,1,0,0,,d,c,15720.0
store_363,2015-09-17,1.0,1,0,0,,a,c,360.0
store_364,2015-09-17,1.0,1,0,0,,d,c,4520.0
store_365,2015-09-17,1.0,1,0,0,,a,c,3340.0
store_366,2015-09-17,1.0,1,0,0,,a,a,2540.0
store_367,2015-09-17,1.0,1,0,0,,a,c,33060.0
store_368,2015-09-17,1.0,1,0,0,,a,a,150.0
store_369,2015-09-17,1.0,1,0,0,,d,c,17340.0
store_370,2015-09-17,1.0,1,0,0,,d,a,8220.0
store_371,2015-09-17,1.0,1,0,0,,a,a,2710.0
store_372,2015-09-17,1.0,1,0,0,,a,a,340.0
store_373,2015-09-17,1.0,1,0,0,,d,a,10310.0
store_374,2015-09-17,1.0,1,0,0,,a,a,660.0
store_375,2015-09-17,1.0,1,0,0,,d,a,730.0
store_376,2015-09-17,1.0,1,0,0,,a,c,3040.0
store_377,2015-09-17,1.0,1,0,0,,d,c,9910.0
store_378,2015-09-17,1.0,1,0,0,,a,a,30.0
store_379,2015-09-17,1.0,1,0,0,,a,c,2640.0
store_380,2015-09-17,1.0,1,0,0,,a,a,4080.0
store_381,2015-09-17,1.0,1,0,0,,a,c,6920.0
store_382,2015-09-17,1.0,1,0,0,,a,a,1170.0
store_383,2015-09-17,1.0,1,0,0,,c,c,3970.0
store_384,2015-09-17,1.0,1,0,0,,a,c,2180.0
store_385,2015-09-17,1.0,1,0,0,,d,c,2870.0
store_386,2015-09-17,1.0,1,0,0,,a,a,3350.0
store_387,2015-09-17,1.0,1,0,0,,a,a,7780.0
store_388,2015-09-17,1.0,1,0,0,,d,c,8040.0
store_389,2015-09-17,1.0,1,0,0,,a,c,610.0
store_390,2015-09-17,1.0,1,0,0,,c,c,530.0
store_391,2015-09-17,1.0,1,0,0,,a,a,230.0
store_392,2015-09-17,1.0,1,0,0,,a,a,90.0
store_393,2015-09-17,1.0,1,0,0,,a,c,7420.0
store_394,2015-09-17,1.0,1,0,0,,a,a,200.0
store_395,2015-09-17,1.0,1,0,0,,d,c,7520.0
store_396,2015-09-17,1.0,1,0,0,,d,c,960.0
store_397,2015-09-17,1.0,1,0,0,,d,a,410.0
store_398,2015-09-17,1.0,1,0,0,,c,c,80.0
store_399,2015-09-17,1.0,1,0,0,,d,c,520.0
store_400,2015-09-17,1.0,1,0,0,,d,a,1590.0
store_401,2015-09-17,1.0,1,0,0,,d,c,2140.0
store_402,2015-09-17,1.0,1,0,0,,d,a,1070.0
store_403,2015-09-17,1.0,1,0,0,,a,c,7860.0
store_404,2015-09-17,1.0,1,0,0,,a,a,90.0
store_405,2015-09-17,1.0,1,0,0,,c,c,2700.0
store_406,2015-09-17,1.0,1,0,0,,d,c,2870.0
store_407,2015-09-17,1.0,1,0,0,,d,c,15170.0
store_408,2015-09-17,1.0,1,0,0,,a,a,2640.0
store_409,2015-09-17,1.0,1,0,0,,a,a,2100.0
store_410,2015-09-17,1.0,1,0,0,,b,b,1410.0
store_411,2015-09-17,1.0,1,0,0,,c,a,3250.0
store_412,2015-09-17,1.0,1,0,0,,c,a,170.0
store_413,2015-09-17,1.0,1,0,0,,a,c,620.0
store_414,2015-09-17,1.0,1,0,0,,a,a,650.0
store_415,2015-09-17,1.0,1,0,0,,d,c,2770.0
store_416,2015-09-17,1.0,1,0,0,,d,a,15040.0
store_417,2015-09-17,1.0,1,0,0,,a,a,100.0
store_418,2015-09-17,1.0,1,0,0,,d,c,3030.0
store_419,2015-09-17,1.0,1,0,0,,a,a,40.0
store_420,2015-09-17,1.0,1,0,0,,d,a,450.0
store_421,2015-09-17,1.0,1,0,0,,a,a,550.0
store_422,2015-09-17,1.0,1,0,0,,a,c,430.0
store_423,2015-09-17,1.0,1,0,0,,d,a,3780.0
store_424,2015-09-17,1.0,1,0,0,,a,a,180.0
store_425,2015-09-17,1.0,1,0,0,,a,c,830.0
store_426,2015-09-17,0.0,1,0,0,,a,a,80.0
store_427,2015-09-17,1.0,1,0,0,,a,a,4140.0
store_428,2015-09-17,1.0,1,0,0,,a,c,2900.0
store_429,2015-09-17,1.0,1,0,0,,a,c,220.0
store_430,2015-09-17,1.0,1,0,0,,d,c,12070.0
store_431,2015-09-17,1.0,1,0,0,,d,c,310.0
store_432,2015-09-17,1.0,1,0,0,,a,a,1100.0
store_433,2015-09-17,1.0,1,0,0,,a,c,15320.0
store_434,2015-09-17,1.0,1,0,0,,a,c,3590.0
store_435,2015-09-17,1.0,1,0,0,,a,a,50.0
store_436,2015-09-17,1.0,1,0,0,,d,c,5650.0
store_437,2015-09-17,1.0,1,0,0,,d,c,5900.0
store_438,2015-09-17,1.0,1,0,0,,d,c,17540.0
store_439,2015-09-17,1.0,1,0,0,,a,a,2050.0
store_440,2015-09-17,1.0,1,0,0,,d,a,13990.0
store_441,2015-09-17,1.0,1,0,0,,c,c,8980.0
store_442,2015-09-17,1.0,1,0,0,,a,a,15270.0
store_443,2015-09-17,1.0,1,0,0,,a,c,35280.0
store_444,2015-09-17,1.0,1,0,0,,b,b,860.0
store_445,2015-09-17,1.0,1,0,0,,a,a,220.0
store_446,2015-09-17,1.0,1,0,0,,a,a,100.0
store_447,2015-09-17,1.0,1,0,0,,d,c,5980.0
store_448,2015-09-17,1.0,1,0,0,,d,a,6400.0
store_449,2015-09-17,1.0,1,0,0,,d,c,11900.0
store_450,2015-09-17,1.0,1,0,0,,d,c,4380.0
store_451,2015-09-17,1.0,1,0,0,,d,c,4330.0
store_452,2015-09-17,1.0,1,0,0,,d,a,2380.0
store_453,2015-09-17,1.0,1,0,0,,a,a,3410.0
