store_id,date,open,promo,state_holiday,school_holiday,customers
store_77,2015-09-17,1.0,1,0,0,
store_78,2015-09-17,1.0,1,0,0,
store_79,2015-09-17,1.0,1,0,0,
store_80,2015-09-17,1.0,1,0,0,
store_81,2015-09-17,1.0,1,0,0,
store_82,2015-09-17,1.0,1,0,0,
store_83,2015-09-17,1.0,1,0,0,
store_84,2015-09-17,1.0,1,0,0,
store_85,2015-09-17,1.0,1,0,0,
store_86,2015-09-17,1.0,1,0,0,
store_87,2015-09-17,1.0,1,0,0,
store_88,2015-09-17,1.0,1,0,0,
store_89,2015-09-17,1.0,1,0,0,
store_90,2015-09-17,1.0,1,0,0,
store_91,2015-09-17,1.0,1,0,0,
store_92,2015-09-17,1.0,1,0,0,
store_93,2015-09-17,1.0,1,0,0,
store_94,2015-09-17,1.0,1,0,0,
store_95,2015-09-17,1.0,1,0,0,
store_96,2015-09-17,1.0,1,0,0,
store_97,2015-09-17,1.0,1,0,0,
store_98,2015-09-17,1.0,1,0,0,
store_99,2015-09-17,1.0,1,0,0,
store_100,2015-09-17,1.0,1,0,0,
store_101,2015-09-17,1.0,1,0,0,
store_102,2015-09-17,1.0,1,0,0,
store_103,2015-09-17,1.0,1,0,0,
store_104,2015-09-17,1.0,1,0,0,
store_105,2015-09-17,1.0,1,0,0,
store_106,2015-09-17,1.0,1,0,0,
store_107,2015-09-17,1.0,1,0,0,
store_108,2015-09-17,1.0,1,0,0,
store_109,2015-09-17,1.0,1,0,0,
store_110,2015-09-17,1.0,1,0,0,
store_111,2015-09-17,1.0,1,0,0,
store_112,2015-09-17,1.0,1,0,0,
store_113,2015-09-17,1.0,1,0,0,
store_114,2015-09-17,1.0,1,0,0,
store_115,2015-09-17,1.0,1,0,0,
store_116,2015-09-17,1.0,1,0,0,
store_117,2015-09-17,1.0,1,0,0,
store_118,2015-09-17,1.0,1,0,0,
store_119,2015-09-17,1.0,1,0,0,
store_120,2015-09-17,1.0,1,0,0,
store_121,2015-09-17,1.0,1,0,0,
store_122,2015-09-17,1.0,1,0,0,
store_123,2015-09-17,1.0,1,0,0,
store_124,2015-09-17,1.0,1,0,0,
store_125,2015-09-17,1.0,1,0,0,
store_126,2015-09-17,1.0,1,0,0,
store_127,2015-09-17,1.0,1,0,0,
store_128,2015-09-17,1.0,1,0,0,
store_129,2015-09-17,1.0,1,0,0,
store_130,2015-09-17,1.0,1,0,0,
store_131,2015-09-17,1.0,1,0,0,
store_132,2015-09-17,1.0,1,0,0,
store_133,2015-09-17,1.0,1,0,0,
store_134,2015-09-17,1.0,1,0,0,
store_135,2015-09-17,1.0,1,0,0,
store_136,2015-09-17,1.0,1,0,0,
store_137,2015-09-17,1.0,1,0,0,
store_138,2015-09-17,1.0,1,0,0,
store_139,2015-09-17,1.0,1,0,0,
store_140,2015-09-17,1.0,1,0,0,
store_141,2015-09-17,1.0,1,0,0,
store_142,2015-09-17,1.0,1,0,0,
store_143,2015-09-17,1.0,1,0,0,
store_144,2015-09-17,1.0,1,0,0,
store_145,2015-09-17,1.0,1,0,0,
store_146,2015-09-17,1.0,1,0,0,
store_147,2015-09-17,1.0,1,0,0,
store_148,2015-09-17,1.0,1,0,0,
store_149,2015-09-17,1.0,1,0,0,
store_150,2015-09-17,1.0,1,0,0,
store_151,2015-09-17,1.0,1,0,0,
store_152,2015-09-17,1.0,1,0,0,
store_153,2015-09-17,1.0,1,0,0,
store_154,2015-09-17,1.0,1,0,0,
store_155,2015-09-17,1.0,1,0,0,
store_156,2015-09-17,1.0,1,0,0,
store_157,2015-09-17,1.0,1,0,0,
store_158,2015-09-17,1.0,1,0,0,
store_159,2015-09-17,1.0,1,0,0,
store_160,2015-09-17,1.0,1,0,0,
store_161,2015-09-17,1.0,1,0,0,
store_162,2015-09-17,1.0,1,0,0,
store_163,2015-09-17,1.0,1,0,0,
store_164,2015-09-17,1.0,1,0,0,
store_165,2015-09-17,1.0,1,0,0,
store_166,2015-09-17,1.0,1,0,0,
store_167,2015-09-17,1.0,1,0,0,
store_168,2015-09-17,1.0,1,0,0,
store_169,2015-09-17,1.0,1,0,0,
store_170,2015-09-17,1.0,1,0,0,
store_171,2015-09-17,1.0,1,0,0,
store_172,2015-09-17,1.0,1,0,0,
store_173,2015-09-17,1.0,1,0,0,
store_174,2015-09-17,1.0,1,0,0,
store_175,2015-09-17,1.0,1,0,0,
store_176,2015-09-17,1.0,1,0,0,
store_177,2015-09-17,1.0,1,0,0,
store_178,2015-09-17,1.0,1,0,0,
store_179,2015-09-17,1.0,1,0,0,
store_180,2015-09-17,1.0,1,0,0,
store_181,2015-09-17,1.0,1,0,0,
store_182,2015-09-17,1.0,1,0,0,
store_183,2015-09-17,1.0,1,0,0,
store_184,2015-09-17,1.0,1,0,0,
store_185,2015-09-17,1.0,1,0,0,
store_186,2015-09-17,1.0,1,0,0,
store_187,2015-09-17,1.0,1,0,0,
store_188,2015-09-17,1.0,1,0,0,
store_189,2015-09-17,1.0,1,0,0,
store_190,2015-09-17,1.0,1,0,0,
store_191,2015-09-17,1.0,1,0,0,
store_192,2015-09-17,1.0,1,0,0,
store_193,2015-09-17,1.0,1,0,0,
store_194,2015-09-17,1.0,1,0,0,
store_195,2015-09-17,1.0,1,0,0,
store_196,2015-09-17,1.0,1,0,0,
store_197,2015-09-17,1.0,1,0,0,
store_198,2015-09-17,1.0,1,0,0,
store_199,2015-09-17,1.0,1,0,0,
store_200,2015-09-17,1.0,1,0,0,
store_201,2015-09-17,1.0,1,0,0,
store_202,2015-09-17,1.0,1,0,0,
store_203,2015-09-17,1.0,1,0,0,
store_204,2015-09-17,1.0,1,0,0,
store_205,2015-09-17,1.0,1,0,0,
store_206,2015-09-17,1.0,1,0,0,
store_207,2015-09-17,1.0,1,0,0,
store_208,2015-09-17,1.0,1,0,0,
store_209,2015-09-17,1.0,1,0,0,
store_210,2015-09-17,1.0,1,0,0,
store_211,2015-09-17,1.0,1,0,0,
store_212,2015-09-17,1.0,1,0,0,
store_213,2015-09-17,1.0,1,0,0,
store_214,2015-09-17,1.0,1,0,0,
store_215,2015-09-17,1.0,1,0,0,
store_216,2015-09-17,1.0,1,0,0,
store_217,2015-09-17,1.0,1,0,0,
store_218,2015-09-17,1.0,1,0,0,
store_219,2015-09-17,1.0,1,0,0,
store_220,2015-09-17,1.0,1,0,0,
store_221,2015-09-17,1.0,1,0,0,
store_222,2015-09-17,1.0,1,0,0,
store_223,2015-09-17,1.0,1,0,0,
store_224,2015-09-17,1.0,1,0,0,
store_225,2015-09-17,1.0,1,0,0,
store_226,2015-09-17,1.0,1,0,0,
store_227,2015-09-17,1.0,1,0,0,
store_228,2015-09-17,1.0,1,0,0,
store_229,2015-09-17,1.0,1,0,0,
store_230,2015-09-17,1.0,1,0,0,
store_231,2015-09-17,1.0,1,0,0,
store_232,2015-09-17,1.0,1,0,0,
store_233,2015-09-17,1.0,1,0,0,
store_234,2015-09-17,1.0,1,0,0,
store_235,2015-09-17,1.0,1,0,0,
store_236,2015-09-17,1.0,1,0,0,
store_237,2015-09-17,1.0,1,0,0,
store_238,2015-09-17,1.0,1,0,0,
store_239,2015-09-17,1.0,1,0,0,
store_240,2015-09-17,1.0,1,0,0,
store_241,2015-09-17,1.0,1,0,0,
store_242,2015-09-17,1.0,1,0,0,
store_243,2015-09-17,1.0,1,0,0,
store_244,2015-09-17,1.0,1,0,0,
store_245,2015-09-17,1.0,1,0,0,
store_246,2015-09-17,1.0,1,0,0,
store_247,2015-09-17,1.0,1,0,0,
store_248,2015-09-17,1.0,1,0,0,
store_249,2015-09-17,1.0,1,0,0,
store_250,2015-09-17,1.0,1,0,0,
store_251,2015-09-17,1.0,1,0,0,
store_252,2015-09-17,1.0,1,0,0,
store_253,2015-09-17,1.0,1,0,0,
store_254,2015-09-17,1.0,1,0,0,
store_255,2015-09-17,1.0,1,0,0,
store_256,2015-09-17,1.0,1,0,0,
store_257,2015-09-17,1.0,1,0,0,
store_258,2015-09-17,1.0,1,0,0,
store_259,2015-09-17,1.0,1,0,0,
store_260,2015-09-17,1.0,1,0,0,
store_261,2015-09-17,1.0,1,0,0,
store_262,2015-09-17,1.0,1,0,0,
store_263,2015-09-17,1.0,1,0,0,
store_264,2015-09-17,1.0,1,0,0,
store_265,2015-09-17,1.0,1,0,0,
store_266,2015-09-17,1.0,1,0,0,
store_267,2015-09-17,1.0,1,0,0,
store_268,2015-09-17,1.0,1,0,0,
store_269,2015-09-17,1.0,1,0,0,
store_270,2015-09-17,1.0,1,0,0,
store_271,2015-09-17,1.0,1,0,0,
store_272,2015-09-17,1.0,1,0,0,
store_273,2015-09-17,1.0,1,0,0,
store_274,2015-09-17,1.0,1,0,0,
store_275,2015-09-17,1.0,1,0,0,
store_276,2015-09-17,1.0,1,0,0,
store_277,2015-09-17,1.0,1,0,0,
store_278,2015-09-17,1.0,1,0,0,
store_279,2015-09-17,1.0,1,0,0,
store_280,2015-09-17,1.0,1,0,0,
store_281,2015-09-17,1.0,1,0,0,
store_282,2015-09-17,1.0,1,0,0,
store_283,2015-09-17,1.0,1,0,0,
store_284,2015-09-17,1.0,1,0,0,
store_285,2015-09-17,1.0,1,0,0,
store_286,2015-09-17,1.0,1,0,0,
store_287,2015-09-17,1.0,1,0,0,
store_288,2015-09-17,1.0,1,0,0,
store_289,2015-09-17,1.0,1,0,0,
store_290,2015-09-17,1.0,1,0,0,
store_291,2015-09-17,1.0,1,0,0,
store_292,2015-09-17,1.0,1,0,0,
store_293,2015-09-17,1.0,1,0,0,
store_294,2015-09-17,1.0,1,0,0,
store_295,2015-09-17,1.0,1,0,0,
store_296,2015-09-17,1.0,1,0,0,
store_297,2015-09-17,1.0,1,0,0,
store_298,2015-09-17,1.0,1,0,0,
store_299,2015-09-17,1.0,1,0,0,
store_300,2015-09-17,1.0,1,0,0,
store_301,2015-09-17,1.0,1,0,0,
store_302,2015-09-17,1.0,1,0,0,
store_303,2015-09-17,1.0,1,0,0,
store_304,2015-09-17,1.0,1,0,0,
store_305,2015-09-17,1.0,1,0,0,
store_306,2015-09-17,1.0,1,0,0,
store_307,2015-09-17,1.0,1,0,0,
store_308,2015-09-17,1.0,1,0,0,
store_309,2015-09-17,1.0,1,0,0,
store_310,2015-09-17,1.0,1,0,0,
store_311,2015-09-17,1.0,1,0,0,
store_312,2015-09-17,1.0,1,0,0,
store_313,2015-09-17,1.0,1,0,0,
store_314,2015-09-17,1.0,1,0,0,
store_315,2015-09-17,1.0,1,0,0,
store_316,2015-09-17,1.0,1,0,0,
store_317,2015-09-17,1.0,1,0,0,
store_318,2015-09-17,1.0,1,0,0,
store_319,2015-09-17,1.0,1,0,0,
store_320,2015-09-17,1.0,1,0,0,
store_321,2015-09-17,1.0,1,0,0,
store_322,2015-09-17,1.0,1,0,0,
store_323,2015-09-17,1.0,1,0,0,
store_324,2015-09-17,1.0,1,0,0,
store_325,2015-09-17,1.0,1,0,0,
store_326,2015-09-17,1.0,1,0,0,
store_327,2015-09-17,1.0,1,0,0,
store_328,2015-09-17,1.0,1,0,0,
store_329,2015-09-17,1.0,1,0,0,
store_330,2015-09-17,1.0,1,0,0,
store_331,2015-09-17,1.0,1,0,0,
store_332,2015-09-17,1.0,1,0,0,
store_333,2015-09-17,1.0,1,0,0,
store_334,2015-09-17,1.0,1,0,0,
store_335,2015-09-17,1.0,1,0,0,
store_336,2015-09-17,1.0,1,0,0,
store_337,2015-09-17,1.0,1,0,0,
store_338,2015-09-17,1.0,1,0,0,
store_339,2015-09-17,1.0,1,0,0,
store_340,2015-09-17,1.0,1,0,0,
store_341,2015-09-17,1.0,1,0,0,
store_342,2015-09-17,1.0,1,0,0,
store_343,2015-09-17,1.0,1,0,0,
store_344,2015-09-17,1.0,1,0,0,
store_345,2015-09-17,1.0,1,0,0,
store_346,2015-09-17,1.0,1,0,0,
store_347,2015-09-17,1.0,1,0,0,
store_348,2015-09-17,1.0,1,0,0,
store_349,2015-09-17,1.0,1,0,0,
store_350,2015-09-17,1.0,1,0,0,
store_351,2015-09-17,1.0,1,0,0,
store_352,2015-09-17,1.0,1,0,0,
store_353,2015-09-17,1.0,1,0,0,
store_354,2015-09-17,1.0,1,0,0,
store_355,2015-09-17,1.0,1,0,0,
store_356,2015-09-17,1.0,1,0,0,
store_357,2015-09-17,1.0,1,0,0,
store_358,2015-09-17,1.0,1,0,0,
store_359,2015-09-17,1.0,1,0,0,
store_360,2015-09-17,1.0,1,0,0,
store_361,2015-09-17,1.0,1,0,0,
store_362,2015-09-17,1.0,1,0,0,
store_363,2015-09-17,1.0,1,0,0,
store_364,2015-09-17,1.0,1,0,0,
store_365,2015-09-17,1.0,1,0,0,
store_366,2015-09-17,1.0,1,0,0,
store_367,2015-09-17,1.0,1,0,0,
store_368,2015-09-17,1.0,1,0,0,
store_369,2015-09-17,1.0,1,0,0,
store_370,2015-09-17,1.0,1,0,0,
store_371,2015-09-17,1.0,1,0,0,
store_372,2015-09-17,1.0,1,0,0,
store_373,2015-09-17,1.0,1,0,0,
store_374,2015-09-17,1.0,1,0,0,
store_375,2015-09-17,1.0,1,0,0,
store_376,2015-09-17,1.0,1,0,0,
store_377,2015-09-17,1.0,1,0,0,
store_378,2015-09-17,1.0,1,0,0,
store_379,2015-09-17,,1,0,0,
store_380,2015-09-17,1.0,1,0,0,
store_381,2015-09-17,1.0,1,0,0,
store_382,2015-09-17,1.0,1,0,0,
store_383,2015-09-17,1.0,1,0,0,
store_384,2015-09-17,1.0,1,0,0,
store_385,2015-09-17,1.0,1,0,0,
store_386,2015-09-17,1.0,1,0,0,
store_387,2015-09-17,1.0,1,0,0,
store_388,2015-09-17,1.0,1,0,0,
store_389,2015-09-17,1.0,1,0,0,
store_390,2015-09-17,1.0,1,0,0,
store_391,2015-09-17,1.0,1,0,0,
store_392,2015-09-17,1.0,1,0,0,
store_393,2015-09-17,1.0,1,0,0,
store_394,2015-09-17,1.0,1,0,0,
store_395,2015-09-17,1.0,1,0,0,
store_396,2015-09-17,1.0,1,0,0,
store_397,2015-09-17,1.0,1,0,0,
store_398,2015-09-17,1.0,1,0,0,
store_399,2015-09-17,1.0,1,0,0,
store_400,2015-09-17,1.0,1,0,0,
store_401,2015-09-17,1.0,1,0,0,
store_402,2015-09-17,1.0,1,0,0,
store_403,2015-09-17,1.0,1,0,0,
store_404,2015-09-17,1.0,1,0,0,
store_405,2015-09-17,1.0,1,0,0,
store_406,2015-09-17,1.0,1,0,0,
store_407,2015-09-17,1.0,1,0,0,
store_408,2015-09-17,1.0,1,0,0,
store_409,2015-09-17,1.0,1,0,0,
store_410,2015-09-17,1.0,1,0,0,
store_411,2015-09-17,1.0,1,0,0,
store_412,2015-09-17,1.0,1,0,0,
store_413,2015-09-17,1.0,1,0,0,
store_414,2015-09-17,1.0,1,0,0,
store_415,2015-09-17,1.0,1,0,0,
store_416,2015-09-17,1.0,1,0,0,
store_417,2015-09-17,1.0,1,0,0,
store_418,2015-09-17,1.0,1,0,0,
store_419,2015-09-17,1.0,1,0,0,
store_420,2015-09-17,1.0,1,0,0,
store_421,2015-09-17,1.0,1,0,0,
store_422,2015-09-17,1.0,1,0,0,
store_423,2015-09-17,1.0,1,0,0,
store_424,2015-09-17,1.0,1,0,0,
store_425,2015-09-17,1.0,1,0,0,
store_426,2015-09-17,0.0,1,0,0,
store_427,2015-09-17,1.0,1,0,0,
store_428,2015-09-17,1.0,1,0,0,
store_429,2015-09-17,1.0,1,0,0,
store_430,2015-09-17,1.0,1,0,0,
store_431,2015-09-17,1.0,1,0,0,
store_432,2015-09-17,1.0,1,0,0,
store_433,2015-09-17,1.0,1,0,0,
store_434,2015-09-17,1.0,1,0,0,
store_435,2015-09-17,1.0,1,0,0,
store_436,2015-09-17,1.0,1,0,0,
store_437,2015-09-17,1.0,1,0,0,
store_438,2015-09-17,1.0,1,0,0,
store_439,2015-09-17,1.0,1,0,0,
store_440,2015-09-17,1.0,1,0,0,
store_441,2015-09-17,1.0,1,0,0,
store_442,2015-09-17,1.0,1,0,0,
store_443,2015-09-17,1.0,1,0,0,
store_444,2015-09-17,1.0,1,0,0,
store_445,2015-09-17,1.0,1,0,0,
store_446,2015-09-17,1.0,1,0,0,
store_447,2015-09-17,1.0,1,0,0,
store_448,2015-09-17,1.0,1,0,0,
store_449,2015-09-17,1.0,1,0,0,
store_450,2015-09-17,1.0,1,0,0,
store_451,2015-09-17,1.0,1,0,0,
store_452,2015-09-17,1.0,1,0,0,
store_453,2015-09-17,1.0,1,0,0,
store_454,2015-09-17,1.0,1,0,0,
store_455,2015-09-17,1.0,1,0,0,
store_456,2015-09-17,1.0,1,0,0,
store_457,2015-09-17,1.0,1,0,0,
store_458,2015-09-17,1.0,1,0,0,
store_459,2015-09-17,1.0,1,0,0,
store_460,2015-09-17,1.0,1,0,0,
store_461,2015-09-17,1.0,1,0,0,
store_462,2015-09-17,1.0,1,0,0,
store_463,2015-09-17,1.0,1,0,0,
store_464,2015-09-17,1.0,1,0,0,
store_465,2015-09-17,1.0,1,0,0,
store_466,2015-09-17,1.0,1,0,0,
store_467,2015-09-17,1.0,1,0,0,
store_468,2015-09-17,1.0,1,0,0,
store_469,2015-09-17,1.0,1,0,0,
store_470,2015-09-17,1.0,1,0,0,
store_471,2015-09-17,1.0,1,0,0,
store_472,2015-09-17,1.0,1,0,0,
store_473,2015-09-17,1.0,1,0,0,
store_474,2015-09-17,1.0,1,0,0,
store_475,2015-09-17,1.0,1,0,0,
store_476,2015-09-17,1.0,1,0,0,
store_477,2015-09-17,1.0,1,0,0,
store_478,2015-09-17,1.0,1,0,0,
store_479,2015-09-17,1.0,1,0,0,
store_480,2015-09-17,1.0,1,0,0,
store_481,2015-09-17,1.0,1,0,0,
store_482,2015-09-17,1.0,1,0,0,
store_483,2015-09-17,1.0,1,0,0,
store_484,2015-09-17,1.0,1,0,0,
store_485,2015-09-17,1.0,1,0,0,
store_486,2015-09-17,1.0,1,0,0,
store_487,2015-09-17,1.0,1,0,0,
store_488,2015-09-17,1.0,1,0,0,
store_489,2015-09-17,1.0,1,0,0,
store_490,2015-09-17,1.0,1,0,0,
store_491,2015-09-17,1.0,1,0,0,
store_492,2015-09-17,1.0,1,0,0,
store_493,2015-09-17,1.0,1,0,0,
store_494,2015-09-17,1.0,1,0,0,
store_495,2015-09-17,1.0,1,0,0,
store_496,2015-09-17,1.0,1,0,0,
store_497,2015-09-17,1.0,1,0,0,
store_498,2015-09-17,1.0,1,0,0,
store_499,2015-09-17,1.0,1,0,0,
store_500,2015-09-17,1.0,1,0,0,
store_501,2015-09-17,1.0,1,0,0,
store_502,2015-09-17,1.0,1,0,0,
store_503,2015-09-17,1.0,1,0,0,
store_504,2015-09-17,1.0,1,0,0,
store_505,2015-09-17,1.0,1,0,0,
store_506,2015-09-17,1.0,1,0,0,
store_507,2015-09-17,1.0,1,0,0,
store_508,2015-09-17,1.0,1,0,0,
store_509,2015-09-17,1.0,1,0,0,
store_510,2015-09-17,1.0,1,0,0,
store_511,2015-09-17,1.0,1,0,0,
store_512,2015-09-17,1.0,1,0,0,
store_513,2015-09-17,1.0,1,0,0,
store_514,2015-09-17,1.0,1,0,0,
store_515,2015-09-17,1.0,1,0,0,
store_516,2015-09-17,1.0,1,0,0,
store_517,2015-09-17,1.0,1,0,0,
store_518,2015-09-17,1.0,1,0,0,
store_519,2015-09-17,1.0,1,0,0,
store_520,2015-09-17,1.0,1,0,0,
store_521,2015-09-17,1.0,1,0,0,
store_522,2015-09-17,1.0,1,0,0,
store_523,2015-09-17,1.0,1,0,0,
store_524,2015-09-17,1.0,1,0,0,
store_525,2015-09-17,1.0,1,0,0,
store_526,2015-09-17,1.0,1,0,0,
store_527,2015-09-17,1.0,1,0,0,
store_528,2015-09-17,1.0,1,0,0,
store_529,2015-09-17,1.0,1,0,0,
store_530,2015-09-17,1.0,1,0,0,
store_531,2015-09-17,1.0,1,0,0,
store_532,2015-09-17,1.0,1,0,0,
store_533,2015-09-17,1.0,1,0,0,
store_534,2015-09-17,1.0,1,0,0,
store_535,2015-09-17,1.0,1,0,0,
store_536,2015-09-17,1.0,1,0,0,
store_537,2015-09-17,1.0,1,0,0,
store_538,2015-09-17,1.0,1,0,0,
store_539,2015-09-17,1.0,1,0,0,
store_540,2015-09-17,1.0,1,0,0,
store_541,2015-09-17,1.0,1,0,0,
store_542,2015-09-17,1.0,1,0,0,
store_543,2015-09-17,1.0,1,0,0,
store_544,2015-09-17,1.0,1,0,0,
store_545,2015-09-17,1.0,1,0,0,
store_546,2015-09-17,1.0,1,0,0,
store_547,2015-09-17,1.0,1,0,0,
store_548,2015-09-17,1.0,1,0,0,
store_549,2015-09-17,1.0,1,0,0,
store_550,2015-09-17,1.0,1,0,0,
store_551,2015-09-17,1.0,1,0,0,
store_552,2015-09-17,1.0,1,0,0,
store_553,2015-09-17,1.0,1,0,0,
store_554,2015-09-17,1.0,1,0,0,
store_555,2015-09-17,1.0,1,0,0,
store_556,2015-09-17,1.0,1,0,0,
store_557,2015-09-17,1.0,1,0,0,
store_558,2015-09-17,1.0,1,0,0,
store_559,2015-09-17,1.0,1,0,0,
store_560,2015-09-17,1.0,1,0,0,
store_561,2015-09-17,1.0,1,0,0,
store_562,2015-09-17,1.0,1,0,0,
store_563,2015-09-17,1.0,1,0,0,
store_564,2015-09-17,1.0,1,0,0,
store_565,2015-09-17,1.0,1,0,0,
store_566,2015-09-17,1.0,1,0,0,
store_567,2015-09-17,1.0,1,0,0,
store_568,2015-09-17,1.0,1,0,0,
store_569,2015-09-17,1.0,1,0,0,
store_570,2015-09-17,1.0,1,0,0,
store_571,2015-09-17,1.0,1,0,0,
store_572,2015-09-17,1.0,1,0,0,
store_573,2015-09-17,1.0,1,0,0,
store_574,2015-09-17,1.0,1,0,0,
store_575,2015-09-17,1.0,1,0,0,
store_576,2015-09-17,1.0,1,0,0,
store_577,2015-09-17,1.0,1,0,0,
store_578,2015-09-17,1.0,1,0,0,
store_579,2015-09-17,1.0,1,0,0,
store_580,2015-09-17,1.0,1,0,0,
store_581,2015-09-17,1.0,1,0,0,
store_582,2015-09-17,1.0,1,0,0,
store_583,2015-09-17,1.0,1,0,0,
store_584,2015-09-17,1.0,1,0,0,
store_585,2015-09-17,1.0,1,0,0,
store_586,2015-09-17,1.0,1,0,0,
store_587,2015-09-17,1.0,1,0,0,
store_588,2015-09-17,1.0,1,0,0,
store_589,2015-09-17,1.0,1,0,0,
store_590,2015-09-17,1.0,1,0,0,
store_591,2015-09-17,1.0,1,0,0,
store_592,2015-09-17,1.0,1,0,0,
store_593,2015-09-17,1.0,1,0,0,
store_594,2015-09-17,1.0,1,0,0,
store_595,2015-09-17,1.0,1,0,0,
store_596,2015-09-17,1.0,1,0,0,
store_597,2015-09-17,1.0,1,0,0,
store_598,2015-09-17,1.0,1,0,0,
store_599,2015-09-17,1.0,1,0,0,
store_600,2015-09-17,1.0,1,0,0,
store_601,2015-09-17,1.0,1,0,0,
store_602,2015-09-17,1.0,1,0,0,
store_603,2015-09-17,1.0,1,0,0,
store_604,2015-09-17,1.0,1,0,0,
store_605,2015-09-17,1.0,1,0,0,
store_606,2015-09-17,1.0,1,0,0,
store_607,2015-09-17,1.0,1,0,0,
store_608,2015-09-17,1.0,1,0,0,
store_609,2015-09-17,1.0,1,0,0,
store_610,2015-09-17,1.0,1,0,0,
store_611,2015-09-17,1.0,1,0,0,
store_612,2015-09-17,1.0,1,0,0,
store_613,2015-09-17,1.0,1,0,0,
store_614,2015-09-17,1.0,1,0,0,
store_615,2015-09-17,1.0,1,0,0,
store_616,2015-09-17,1.0,1,0,0,
store_617,2015-09-17,1.0,1,0,0,
store_618,2015-09-17,1.0,1,0,0,
store_619,2015-09-17,1.0,1,0,0,
store_620,2015-09-17,1.0,1,0,0,
store_621,2015-09-17,1.0,1,0,0,
store_622,2015-09-17,1.0,1,0,0,
store_623,2015-09-17,1.0,1,0,0,
store_624,2015-09-17,1.0,1,0,0,
store_625,2015-09-17,1.0,1,0,0,
store_626,2015-09-17,1.0,1,0,0,
store_627,2015-09-17,1.0,1,0,0,
store_628,2015-09-17,1.0,1,0,0,
store_629,2015-09-17,1.0,1,0,0,
store_630,2015-09-17,1.0,1,0,0,
store_631,2015-09-17,1.0,1,0,0,
store_632,2015-09-17,1.0,1,0,0,
store_633,2015-09-17,1.0,1,0,0,
store_634,2015-09-17,1.0,1,0,0,
